text,category,is_project
" rendez-vous en binôme avec Lucie.  propose contrat Floriane 40000 € mini avec 30 % de SCPI   plus fond sécurisés ou placement sur marché financier -uc-  droits d'entrée promo 0,50% maxi  1%.  fait le point avec sa femme et revient vers lucie ou moi pour donner sa décision   ",Montant,False
" rendez-vous en binôme avec Lucie.  propose contrat Floriane 40000 € mini avec 30 % de SCPI   plus fond sécurisés ou placement sur marché financier -uc-  droits d'entrée promo 0,50% maxi  1%.  fait le point avec sa femme et revient vers lucie ou moi pour donner sa décision   ",_pargne_terme,True
" rendez-vous en binôme avec Lucie.  propose contrat Floriane 40000 € mini avec 30 % de SCPI   plus fond sécurisés ou placement sur marché financier -uc-  droits d'entrée promo 0,50% maxi  1%.  fait le point avec sa femme et revient vers lucie ou moi pour donner sa décision   ",_pargne_terme,True
" rendez-vous en binôme avec Lucie.  propose contrat Floriane 40000 € mini avec 30 % de SCPI   plus fond sécurisés ou placement sur marché financier -uc-  droits d'entrée promo 0,50% maxi  1%.  fait le point avec sa femme et revient vers lucie ou moi pour donner sa décision   ",Montant,False
" rendez-vous en binôme avec Lucie.  propose contrat Floriane 40000 € mini avec 30 % de SCPI   plus fond sécurisés ou placement sur marché financier -uc-  droits d'entrée promo 0,50% maxi  1%.  fait le point avec sa femme et revient vers lucie ou moi pour donner sa décision   ",_pargne_terme,True
envoie attestation interet + ass du pret et explication e-doc,Date,False
"Mail reçu clients pour demande de décompte prêts immo

Rachat de prêt par la concurrence

Propo réam avant départ
la cliente m'informe que des études avaient été faites il y a 2 ans et qu'on lui avait répondu qu'avec son lissage en cours le réam n'était pas possible.

Pas de possibilité de récupérer le dossier

Décomptes envoyés et infos tarification aux clients",Point_d_attention_risques,False
"Mail reçu clients pour demande de décompte prêts immo

Rachat de prêt par la concurrence

Propo réam avant départ
la cliente m'informe que des études avaient été faites il y a 2 ans et qu'on lui avait répondu qu'avec son lissage en cours le réam n'était pas possible.

Pas de possibilité de récupérer le dossier

Décomptes envoyés et infos tarification aux clients",Reclamation_Insatisfaction_client,False
"Mail reçu clients pour demande de décompte prêts immo

Rachat de prêt par la concurrence

Propo réam avant départ
la cliente m'informe que des études avaient été faites il y a 2 ans et qu'on lui avait répondu qu'avec son lissage en cours le réam n'était pas possible.

Pas de possibilité de récupérer le dossier

Décomptes envoyés et infos tarification aux clients",Reclamation_Insatisfaction_client,False
"PAC Perso 7500€ sur 72 mois : prêt jeune 




",Montant,False
"PAC Perso 7500€ sur 72 mois : prêt jeune 




",Credit_conso,True
"Client satisfait de nos services. Ne souhaite pas épargner plus pour l'instant et donc pas de souhait de diversification.

Concernant le volet ASSURANCES, pas intéressé par des propositions de notre part. Satisfait de la concurrence aujourd'hui.",Date,False
"Client satisfait de nos services. Ne souhaite pas épargner plus pour l'instant et donc pas de souhait de diversification.

Concernant le volet ASSURANCES, pas intéressé par des propositions de notre part. Satisfait de la concurrence aujourd'hui.",Point_d_attention_risques,False
"Client satisfait de nos services. Ne souhaite pas épargner plus pour l'instant et donc pas de souhait de diversification.

Concernant le volet ASSURANCES, pas intéressé par des propositions de notre part. Satisfait de la concurrence aujourd'hui.",Point_d_attention_risques,False
".
Nous avons fait le point ce jour avec M CHARASSE qui aura 70 ans en mars. Je lui ai expliqué le changement de fiscalité/succession après 70 ans pour les contrats d'assurance-vie.
Mme est cliente à la Caisse d'Epargne, ils détiennent à peu près les mêmes produits là bas qu'ici.
j'ai présenté les différentes possibilités de diversification notamment via PEA ou diversification du VR sur le P9.
M refuse d'investir en bourse car il a été échaudé au moment de la privatisation d'EDF qui lui a fait perdre de l'argent. Refus donc sur toutes mes propos.

Les clauses benef sont conformes à leurs souhaits (clause std) , ils souhaitent se protéger réciproquement en cas de dépendance. 
J'ai conseillé, si les livrets sont tous au plafond, de réorienter une partie de la somme sur l'assurance-vie, mais Mr ne souhaitait pas me raconter ce qu'ils détenaient à la CE",Date,False
".
Nous avons fait le point ce jour avec M CHARASSE qui aura 70 ans en mars. Je lui ai expliqué le changement de fiscalité/succession après 70 ans pour les contrats d'assurance-vie.
Mme est cliente à la Caisse d'Epargne, ils détiennent à peu près les mêmes produits là bas qu'ici.
j'ai présenté les différentes possibilités de diversification notamment via PEA ou diversification du VR sur le P9.
M refuse d'investir en bourse car il a été échaudé au moment de la privatisation d'EDF qui lui a fait perdre de l'argent. Refus donc sur toutes mes propos.

Les clauses benef sont conformes à leurs souhaits (clause std) , ils souhaitent se protéger réciproquement en cas de dépendance. 
J'ai conseillé, si les livrets sont tous au plafond, de réorienter une partie de la somme sur l'assurance-vie, mais Mr ne souhaitait pas me raconter ce qu'ils détenaient à la CE",Date,False
".
Nous avons fait le point ce jour avec M CHARASSE qui aura 70 ans en mars. Je lui ai expliqué le changement de fiscalité/succession après 70 ans pour les contrats d'assurance-vie.
Mme est cliente à la Caisse d'Epargne, ils détiennent à peu près les mêmes produits là bas qu'ici.
j'ai présenté les différentes possibilités de diversification notamment via PEA ou diversification du VR sur le P9.
M refuse d'investir en bourse car il a été échaudé au moment de la privatisation d'EDF qui lui a fait perdre de l'argent. Refus donc sur toutes mes propos.

Les clauses benef sont conformes à leurs souhaits (clause std) , ils souhaitent se protéger réciproquement en cas de dépendance. 
J'ai conseillé, si les livrets sont tous au plafond, de réorienter une partie de la somme sur l'assurance-vie, mais Mr ne souhaitait pas me raconter ce qu'ils détenaient à la CE",_venements_de_vie,False
".
Nous avons fait le point ce jour avec M CHARASSE qui aura 70 ans en mars. Je lui ai expliqué le changement de fiscalité/succession après 70 ans pour les contrats d'assurance-vie.
Mme est cliente à la Caisse d'Epargne, ils détiennent à peu près les mêmes produits là bas qu'ici.
j'ai présenté les différentes possibilités de diversification notamment via PEA ou diversification du VR sur le P9.
M refuse d'investir en bourse car il a été échaudé au moment de la privatisation d'EDF qui lui a fait perdre de l'argent. Refus donc sur toutes mes propos.

Les clauses benef sont conformes à leurs souhaits (clause std) , ils souhaitent se protéger réciproquement en cas de dépendance. 
J'ai conseillé, si les livrets sont tous au plafond, de réorienter une partie de la somme sur l'assurance-vie, mais Mr ne souhaitait pas me raconter ce qu'ils détenaient à la CE",_venements_de_vie,False
".
Nous avons fait le point ce jour avec M CHARASSE qui aura 70 ans en mars. Je lui ai expliqué le changement de fiscalité/succession après 70 ans pour les contrats d'assurance-vie.
Mme est cliente à la Caisse d'Epargne, ils détiennent à peu près les mêmes produits là bas qu'ici.
j'ai présenté les différentes possibilités de diversification notamment via PEA ou diversification du VR sur le P9.
M refuse d'investir en bourse car il a été échaudé au moment de la privatisation d'EDF qui lui a fait perdre de l'argent. Refus donc sur toutes mes propos.

Les clauses benef sont conformes à leurs souhaits (clause std) , ils souhaitent se protéger réciproquement en cas de dépendance. 
J'ai conseillé, si les livrets sont tous au plafond, de réorienter une partie de la somme sur l'assurance-vie, mais Mr ne souhaitait pas me raconter ce qu'ils détenaient à la CE",_pargne_terme,True
".
Nous avons fait le point ce jour avec M CHARASSE qui aura 70 ans en mars. Je lui ai expliqué le changement de fiscalité/succession après 70 ans pour les contrats d'assurance-vie.
Mme est cliente à la Caisse d'Epargne, ils détiennent à peu près les mêmes produits là bas qu'ici.
j'ai présenté les différentes possibilités de diversification notamment via PEA ou diversification du VR sur le P9.
M refuse d'investir en bourse car il a été échaudé au moment de la privatisation d'EDF qui lui a fait perdre de l'argent. Refus donc sur toutes mes propos.

Les clauses benef sont conformes à leurs souhaits (clause std) , ils souhaitent se protéger réciproquement en cas de dépendance. 
J'ai conseillé, si les livrets sont tous au plafond, de réorienter une partie de la somme sur l'assurance-vie, mais Mr ne souhaitait pas me raconter ce qu'ils détenaient à la CE",_pargne_terme,False
".
Nous avons fait le point ce jour avec M CHARASSE qui aura 70 ans en mars. Je lui ai expliqué le changement de fiscalité/succession après 70 ans pour les contrats d'assurance-vie.
Mme est cliente à la Caisse d'Epargne, ils détiennent à peu près les mêmes produits là bas qu'ici.
j'ai présenté les différentes possibilités de diversification notamment via PEA ou diversification du VR sur le P9.
M refuse d'investir en bourse car il a été échaudé au moment de la privatisation d'EDF qui lui a fait perdre de l'argent. Refus donc sur toutes mes propos.

Les clauses benef sont conformes à leurs souhaits (clause std) , ils souhaitent se protéger réciproquement en cas de dépendance. 
J'ai conseillé, si les livrets sont tous au plafond, de réorienter une partie de la somme sur l'assurance-vie, mais Mr ne souhaitait pas me raconter ce qu'ils détenaient à la CE",_pargne_terme,False
".
Nous avons fait le point ce jour avec M CHARASSE qui aura 70 ans en mars. Je lui ai expliqué le changement de fiscalité/succession après 70 ans pour les contrats d'assurance-vie.
Mme est cliente à la Caisse d'Epargne, ils détiennent à peu près les mêmes produits là bas qu'ici.
j'ai présenté les différentes possibilités de diversification notamment via PEA ou diversification du VR sur le P9.
M refuse d'investir en bourse car il a été échaudé au moment de la privatisation d'EDF qui lui a fait perdre de l'argent. Refus donc sur toutes mes propos.

Les clauses benef sont conformes à leurs souhaits (clause std) , ils souhaitent se protéger réciproquement en cas de dépendance. 
J'ai conseillé, si les livrets sont tous au plafond, de réorienter une partie de la somme sur l'assurance-vie, mais Mr ne souhaitait pas me raconter ce qu'ils détenaient à la CE",_pargne_terme,False
".
Nous avons fait le point ce jour avec M CHARASSE qui aura 70 ans en mars. Je lui ai expliqué le changement de fiscalité/succession après 70 ans pour les contrats d'assurance-vie.
Mme est cliente à la Caisse d'Epargne, ils détiennent à peu près les mêmes produits là bas qu'ici.
j'ai présenté les différentes possibilités de diversification notamment via PEA ou diversification du VR sur le P9.
M refuse d'investir en bourse car il a été échaudé au moment de la privatisation d'EDF qui lui a fait perdre de l'argent. Refus donc sur toutes mes propos.

Les clauses benef sont conformes à leurs souhaits (clause std) , ils souhaitent se protéger réciproquement en cas de dépendance. 
J'ai conseillé, si les livrets sont tous au plafond, de réorienter une partie de la somme sur l'assurance-vie, mais Mr ne souhaitait pas me raconter ce qu'ils détenaient à la CE",_pargne_terme,True
".
Nous avons fait le point ce jour avec M CHARASSE qui aura 70 ans en mars. Je lui ai expliqué le changement de fiscalité/succession après 70 ans pour les contrats d'assurance-vie.
Mme est cliente à la Caisse d'Epargne, ils détiennent à peu près les mêmes produits là bas qu'ici.
j'ai présenté les différentes possibilités de diversification notamment via PEA ou diversification du VR sur le P9.
M refuse d'investir en bourse car il a été échaudé au moment de la privatisation d'EDF qui lui a fait perdre de l'argent. Refus donc sur toutes mes propos.

Les clauses benef sont conformes à leurs souhaits (clause std) , ils souhaitent se protéger réciproquement en cas de dépendance. 
J'ai conseillé, si les livrets sont tous au plafond, de réorienter une partie de la somme sur l'assurance-vie, mais Mr ne souhaitait pas me raconter ce qu'ils détenaient à la CE",_pargne_terme,False
"FAIRE SIGNER AU CLIENT DOCS OUVERTURE CSL QUAND ON LUI REMET SON CHEQUIER - MBA
13/07/18 : suite insatisfaction BNPP. dépot de 50KE de chèque (loyers de la SCI à l'IR de PARIS). A verser sur CSL car une partie servira à payer les impots.
Chéquier à commander.
Relation à développer (patrimoine fi + bancaire important à la concurence).


Mr a parts de SCI à l'IR possédant appartement de 4 millions d'EUROS.
A 33% des parts.
Imposable à l'IFI",Montant,False
"FAIRE SIGNER AU CLIENT DOCS OUVERTURE CSL QUAND ON LUI REMET SON CHEQUIER - MBA
13/07/18 : suite insatisfaction BNPP. dépot de 50KE de chèque (loyers de la SCI à l'IR de PARIS). A verser sur CSL car une partie servira à payer les impots.
Chéquier à commander.
Relation à développer (patrimoine fi + bancaire important à la concurence).


Mr a parts de SCI à l'IR possédant appartement de 4 millions d'EUROS.
A 33% des parts.
Imposable à l'IFI",Montant,False
"FAIRE SIGNER AU CLIENT DOCS OUVERTURE CSL QUAND ON LUI REMET SON CHEQUIER - MBA
13/07/18 : suite insatisfaction BNPP. dépot de 50KE de chèque (loyers de la SCI à l'IR de PARIS). A verser sur CSL car une partie servira à payer les impots.
Chéquier à commander.
Relation à développer (patrimoine fi + bancaire important à la concurence).


Mr a parts de SCI à l'IR possédant appartement de 4 millions d'EUROS.
A 33% des parts.
Imposable à l'IFI",Date,False
"FAIRE SIGNER AU CLIENT DOCS OUVERTURE CSL QUAND ON LUI REMET SON CHEQUIER - MBA
13/07/18 : suite insatisfaction BNPP. dépot de 50KE de chèque (loyers de la SCI à l'IR de PARIS). A verser sur CSL car une partie servira à payer les impots.
Chéquier à commander.
Relation à développer (patrimoine fi + bancaire important à la concurence).


Mr a parts de SCI à l'IR possédant appartement de 4 millions d'EUROS.
A 33% des parts.
Imposable à l'IFI",_pargne_disponible,True
"FAIRE SIGNER AU CLIENT DOCS OUVERTURE CSL QUAND ON LUI REMET SON CHEQUIER - MBA
13/07/18 : suite insatisfaction BNPP. dépot de 50KE de chèque (loyers de la SCI à l'IR de PARIS). A verser sur CSL car une partie servira à payer les impots.
Chéquier à commander.
Relation à développer (patrimoine fi + bancaire important à la concurence).


Mr a parts de SCI à l'IR possédant appartement de 4 millions d'EUROS.
A 33% des parts.
Imposable à l'IFI",Entree_en_relation_Conquetes,True
"attente fin mai pour faire le point sur versement assurance vie fonds actuellement à la caisse d'épargne la cliente n'ayant pas de DAV au CA; propo au - 30% uc car 0.2% dde au lieu de 2.5%
Recontacter la cliente en fin de mois pour voir ce qu'elle décide",_pargne_terme,False
"attente fin mai pour faire le point sur versement assurance vie fonds actuellement à la caisse d'épargne la cliente n'ayant pas de DAV au CA; propo au - 30% uc car 0.2% dde au lieu de 2.5%
Recontacter la cliente en fin de mois pour voir ce qu'elle décide",Date,False
"attente fin mai pour faire le point sur versement assurance vie fonds actuellement à la caisse d'épargne la cliente n'ayant pas de DAV au CA; propo au - 30% uc car 0.2% dde au lieu de 2.5%
Recontacter la cliente en fin de mois pour voir ce qu'elle décide",_pargne_terme,True
"attente fin mai pour faire le point sur versement assurance vie fonds actuellement à la caisse d'épargne la cliente n'ayant pas de DAV au CA; propo au - 30% uc car 0.2% dde au lieu de 2.5%
Recontacter la cliente en fin de mois pour voir ce qu'elle décide",Entree_en_relation_Conquetes,False
" rappel car monsieur voulez plus d'informations concernant l'augmentation tarifaire de son contrat d'assurance automobile monsieur m'avez adressé un mail donc rappels en ce sens
 Rebond sur proposition de devis sur des mutuelles
 Monsieur attaché à son organisme de mutuelle je ne souhaite pas de comparatif ",Non_specifie_Credit_Assurance_Epargne_,False
" rappel car monsieur voulez plus d'informations concernant l'augmentation tarifaire de son contrat d'assurance automobile monsieur m'avez adressé un mail donc rappels en ce sens
 Rebond sur proposition de devis sur des mutuelles
 Monsieur attaché à son organisme de mutuelle je ne souhaite pas de comparatif ",Assurance_de_Biens,False
" rappel car monsieur voulez plus d'informations concernant l'augmentation tarifaire de son contrat d'assurance automobile monsieur m'avez adressé un mail donc rappels en ce sens
 Rebond sur proposition de devis sur des mutuelles
 Monsieur attaché à son organisme de mutuelle je ne souhaite pas de comparatif ",Assurance_de_Personnes,False
"Eu fille   madame rivière Isabelle le 13 mai 2020 pour information du décès de son papa monsieur rivière. Coordonnées madame rivière Isabelle mail madame.riviere@ gmail.com
 ",Date,False
"Eu fille   madame rivière Isabelle le 13 mai 2020 pour information du décès de son papa monsieur rivière. Coordonnées madame rivière Isabelle mail madame.riviere@ gmail.com
 ",_venements_de_vie,False
"Eu fille   madame rivière Isabelle le 13 mai 2020 pour information du décès de son papa monsieur rivière. Coordonnées madame rivière Isabelle mail madame.riviere@ gmail.com
 ",Entree_en_relation_Conquetes,False
 RDV du 22 01 2020   proposition Livret d'Épargne Populaire   client en attente projet achat auto en mai   proposition mutuelle + assurance   à relancer en mars ,Date,False
 RDV du 22 01 2020   proposition Livret d'Épargne Populaire   client en attente projet achat auto en mai   proposition mutuelle + assurance   à relancer en mars ,Date,False
 RDV du 22 01 2020   proposition Livret d'Épargne Populaire   client en attente projet achat auto en mai   proposition mutuelle + assurance   à relancer en mars ,Date,False
 RDV du 22 01 2020   proposition Livret d'Épargne Populaire   client en attente projet achat auto en mai   proposition mutuelle + assurance   à relancer en mars ,_pargne_disponible,True
 RDV du 22 01 2020   proposition Livret d'Épargne Populaire   client en attente projet achat auto en mai   proposition mutuelle + assurance   à relancer en mars ,Credit_vehicule,True
 RDV du 22 01 2020   proposition Livret d'Épargne Populaire   client en attente projet achat auto en mai   proposition mutuelle + assurance   à relancer en mars ,Assurance_de_Biens,True
 RDV du 22 01 2020   proposition Livret d'Épargne Populaire   client en attente projet achat auto en mai   proposition mutuelle + assurance   à relancer en mars ,Assurance_de_Personnes,True
 licenciement à venir   prime   estimée à 25000 €   devant nous revoir dans le prochain trimestre   pour placer cette prime ,Montant,False
 licenciement à venir   prime   estimée à 25000 €   devant nous revoir dans le prochain trimestre   pour placer cette prime ,BAQ_Services_Bancaires,False
 licenciement à venir   prime   estimée à 25000 €   devant nous revoir dans le prochain trimestre   pour placer cette prime ,_venements_de_vie,False
 licenciement à venir   prime   estimée à 25000 €   devant nous revoir dans le prochain trimestre   pour placer cette prime ,Date,False
"suite mail client, je me suis rendu compte qu'il a son PEA à la bnp. Propo par mail concernant nos offres investore. A relancer pour un transfert éventuel",_pargne_terme,False
"suite mail client, je me suis rendu compte qu'il a son PEA à la bnp. Propo par mail concernant nos offres investore. A relancer pour un transfert éventuel",_pargne_terme,True
"suite mail client, je me suis rendu compte qu'il a son PEA à la bnp. Propo par mail concernant nos offres investore. A relancer pour un transfert éventuel",_pargne_terme,False
"  cliente à la retraite. Proposer découvert autorisé suite aux derniers frais prélevés au compte.
Cliente a touché une prime de départ qu'elle déclare sur 4 ans il reste encore 3 années. Elle envisage de demander le remboursement du PERP ensuite donc à partir de 2024
Pas intéressée pour devenir sociétaire ni souscrire une garantie obsèques",Date,False
"  cliente à la retraite. Proposer découvert autorisé suite aux derniers frais prélevés au compte.
Cliente a touché une prime de départ qu'elle déclare sur 4 ans il reste encore 3 années. Elle envisage de demander le remboursement du PERP ensuite donc à partir de 2024
Pas intéressée pour devenir sociétaire ni souscrire une garantie obsèques",BAQ_Services_Bancaires,False
"  cliente à la retraite. Proposer découvert autorisé suite aux derniers frais prélevés au compte.
Cliente a touché une prime de départ qu'elle déclare sur 4 ans il reste encore 3 années. Elle envisage de demander le remboursement du PERP ensuite donc à partir de 2024
Pas intéressée pour devenir sociétaire ni souscrire une garantie obsèques",_pargne_terme,False
"  cliente à la retraite. Proposer découvert autorisé suite aux derniers frais prélevés au compte.
Cliente a touché une prime de départ qu'elle déclare sur 4 ans il reste encore 3 années. Elle envisage de demander le remboursement du PERP ensuite donc à partir de 2024
Pas intéressée pour devenir sociétaire ni souscrire une garantie obsèques",Reclamation_Insatisfaction_client,False
"  cliente à la retraite. Proposer découvert autorisé suite aux derniers frais prélevés au compte.
Cliente a touché une prime de départ qu'elle déclare sur 4 ans il reste encore 3 années. Elle envisage de demander le remboursement du PERP ensuite donc à partir de 2024
Pas intéressée pour devenir sociétaire ni souscrire une garantie obsèques",Non_specifie_Credit_Assurance_Epargne_,False
"  cliente à la retraite. Proposer découvert autorisé suite aux derniers frais prélevés au compte.
Cliente a touché une prime de départ qu'elle déclare sur 4 ans il reste encore 3 années. Elle envisage de demander le remboursement du PERP ensuite donc à partir de 2024
Pas intéressée pour devenir sociétaire ni souscrire une garantie obsèques",Assurance_de_Personnes,False
" entretien agence le 10 juillet 2020 pour classement 30K€ d'obligations arrivées échéance. Proposition de placer 20kE sur un son confluencece fourgusé avec 20 % d'UC minimum et placer 10k€ sur un CTO en parts sociales.Cliente frileuse à la prise de risque toutefois intéressée par 20 à 30 % d'UC pour améliorer le rendement de son assurance vie .
Prochain rdv le 17/07 pour finaliser.",Montant,False
" entretien agence le 10 juillet 2020 pour classement 30K€ d'obligations arrivées échéance. Proposition de placer 20kE sur un son confluencece fourgusé avec 20 % d'UC minimum et placer 10k€ sur un CTO en parts sociales.Cliente frileuse à la prise de risque toutefois intéressée par 20 à 30 % d'UC pour améliorer le rendement de son assurance vie .
Prochain rdv le 17/07 pour finaliser.",Montant,False
" entretien agence le 10 juillet 2020 pour classement 30K€ d'obligations arrivées échéance. Proposition de placer 20kE sur un son confluencece fourgusé avec 20 % d'UC minimum et placer 10k€ sur un CTO en parts sociales.Cliente frileuse à la prise de risque toutefois intéressée par 20 à 30 % d'UC pour améliorer le rendement de son assurance vie .
Prochain rdv le 17/07 pour finaliser.",Montant,False
" entretien agence le 10 juillet 2020 pour classement 30K€ d'obligations arrivées échéance. Proposition de placer 20kE sur un son confluencece fourgusé avec 20 % d'UC minimum et placer 10k€ sur un CTO en parts sociales.Cliente frileuse à la prise de risque toutefois intéressée par 20 à 30 % d'UC pour améliorer le rendement de son assurance vie .
Prochain rdv le 17/07 pour finaliser.",Date,False
" entretien agence le 10 juillet 2020 pour classement 30K€ d'obligations arrivées échéance. Proposition de placer 20kE sur un son confluencece fourgusé avec 20 % d'UC minimum et placer 10k€ sur un CTO en parts sociales.Cliente frileuse à la prise de risque toutefois intéressée par 20 à 30 % d'UC pour améliorer le rendement de son assurance vie .
Prochain rdv le 17/07 pour finaliser.",Date,False
" entretien agence le 10 juillet 2020 pour classement 30K€ d'obligations arrivées échéance. Proposition de placer 20kE sur un son confluencece fourgusé avec 20 % d'UC minimum et placer 10k€ sur un CTO en parts sociales.Cliente frileuse à la prise de risque toutefois intéressée par 20 à 30 % d'UC pour améliorer le rendement de son assurance vie .
Prochain rdv le 17/07 pour finaliser.",Non_specifie_Credit_Assurance_Epargne_,False
" entretien agence le 10 juillet 2020 pour classement 30K€ d'obligations arrivées échéance. Proposition de placer 20kE sur un son confluencece fourgusé avec 20 % d'UC minimum et placer 10k€ sur un CTO en parts sociales.Cliente frileuse à la prise de risque toutefois intéressée par 20 à 30 % d'UC pour améliorer le rendement de son assurance vie .
Prochain rdv le 17/07 pour finaliser.",_pargne_terme,False
" entretien agence le 10 juillet 2020 pour classement 30K€ d'obligations arrivées échéance. Proposition de placer 20kE sur un son confluencece fourgusé avec 20 % d'UC minimum et placer 10k€ sur un CTO en parts sociales.Cliente frileuse à la prise de risque toutefois intéressée par 20 à 30 % d'UC pour améliorer le rendement de son assurance vie .
Prochain rdv le 17/07 pour finaliser.",_pargne_terme,False
" entretien agence le 10 juillet 2020 pour classement 30K€ d'obligations arrivées échéance. Proposition de placer 20kE sur un son confluencece fourgusé avec 20 % d'UC minimum et placer 10k€ sur un CTO en parts sociales.Cliente frileuse à la prise de risque toutefois intéressée par 20 à 30 % d'UC pour améliorer le rendement de son assurance vie .
Prochain rdv le 17/07 pour finaliser.",Montant,False
" entretien agence le 10 juillet 2020 pour classement 30K€ d'obligations arrivées échéance. Proposition de placer 20kE sur un son confluencece fourgusé avec 20 % d'UC minimum et placer 10k€ sur un CTO en parts sociales.Cliente frileuse à la prise de risque toutefois intéressée par 20 à 30 % d'UC pour améliorer le rendement de son assurance vie .
Prochain rdv le 17/07 pour finaliser.",Montant,False
